Meeting_ID,Committee_Name,Meeting_Date,Meeting_Time,Entry_ID,Zip_Code,Registration_Time,Agenda_Item,Agenda_Item_Title,Support,Speaking,OBJECTID
48637,Public Safety Review Committee,6/10/2020,05:00:00,92894,53705,6/10/2020 14:30,3,,Oppose,"No, I do not want to speak.",8372
48637,Public Safety Review Committee,6/10/2020,05:00:00,92885,53703,6/10/2020 14:27,3,,Oppose,"No, I do not want to speak.",8373
48637,Public Safety Review Committee,6/10/2020,05:00:00,92887,53703,6/10/2020 14:27,3,,Oppose,"I do not want to speak, but I am available to answer questions.",8374
48637,Public Safety Review Committee,6/10/2020,05:00:00,92871,53703,6/10/2020 14:25,3,,Oppose,"No, I do not want to speak.",8375
48637,Public Safety Review Committee,6/10/2020,05:00:00,92875,53704,6/10/2020 14:25,3,,Oppose,"No, I do not want to speak.",8376
48637,Public Safety Review Committee,6/10/2020,05:00:00,92876,53726,6/10/2020 14:25,3,,Oppose,"No, I do not want to speak.",8377
48637,Public Safety Review Committee,6/10/2020,05:00:00,92868,53705,6/10/2020 14:25,3,,Oppose,"No, I do not want to speak.",8378
48637,Public Safety Review Committee,6/10/2020,05:00:00,92866,53705,6/10/2020 14:24,3,,Oppose,"No, I do not want to speak.",8379
48637,Public Safety Review Committee,6/10/2020,05:00:00,92862,53703,6/10/2020 14:23,3,,Oppose,"No, I do not want to speak.",8380
48637,Public Safety Review Committee,6/10/2020,05:00:00,92857,53704,6/10/2020 14:21,3,,Oppose,"No, I do not want to speak.",8381
48637,Public Safety Review Committee,6/10/2020,05:00:00,92854,53704,6/10/2020 14:20,3,,Oppose,"No, I do not want to speak.",8382
48637,Public Safety Review Committee,6/10/2020,05:00:00,92835,53711,6/10/2020 14:10,3,,Oppose,"No, I do not want to speak.",8383
48637,Public Safety Review Committee,6/10/2020,05:00:00,92851,53711,6/10/2020 14:16,3,,Oppose,"No, I do not want to speak.",8384
48637,Public Safety Review Committee,6/10/2020,05:00:00,92749,53711,6/10/2020 13:14,3,,Oppose,"No, I do not want to speak.",8385
48637,Public Safety Review Committee,6/10/2020,05:00:00,92751,53715,6/10/2020 13:14,3,,Oppose,"No, I do not want to speak.",8386
48637,Public Safety Review Committee,6/10/2020,05:00:00,92742,53705,6/10/2020 13:10,3,,Oppose,"No, I do not want to speak.",8387
48637,Public Safety Review Committee,6/10/2020,05:00:00,92766,53703,6/10/2020 13:21,3,,Oppose,"Yes, I want to speak.",8388
48637,Public Safety Review Committee,6/10/2020,05:00:00,92776,53703,6/10/2020 13:35,3,,Oppose,"No, I do not want to speak.",8389
48637,Public Safety Review Committee,6/10/2020,05:00:00,92777,53704,6/10/2020 13:35,3,,Oppose,"No, I do not want to speak.",8390
48637,Public Safety Review Committee,6/10/2020,05:00:00,92790,53703,6/10/2020 13:41,3,,Oppose,"No, I do not want to speak.",8391
48637,Public Safety Review Committee,6/10/2020,05:00:00,92784,53705,6/10/2020 13:38,3,,Oppose,"No, I do not want to speak.",8392
48637,Public Safety Review Committee,6/10/2020,05:00:00,92787,53703,6/10/2020 13:39,3,,Oppose,"No, I do not want to speak.",8393
48637,Public Safety Review Committee,6/10/2020,05:00:00,92793,53703,6/10/2020 13:41,3,,Oppose,"No, I do not want to speak.",8394
48637,Public Safety Review Committee,6/10/2020,05:00:00,92797,53704,6/10/2020 13:42,3,,Oppose,"No, I do not want to speak.",8395
48637,Public Safety Review Committee,6/10/2020,05:00:00,92847,53705,6/10/2020 14:15,3,,Oppose,"No, I do not want to speak.",8396
48637,Public Safety Review Committee,6/10/2020,05:00:00,92848,53703,6/10/2020 14:15,3,,Oppose,"No, I do not want to speak.",8397
48637,Public Safety Review Committee,6/10/2020,05:00:00,92837,53715,6/10/2020 14:11,3,,Oppose,"No, I do not want to speak.",8398
48637,Public Safety Review Committee,6/10/2020,05:00:00,92807,53703,6/10/2020 13:49,3,,Oppose,"No, I do not want to speak.",8399
48637,Public Safety Review Committee,6/10/2020,05:00:00,92830,53704,6/10/2020 14:09,3,,Oppose,"No, I do not want to speak.",8400
48637,Public Safety Review Committee,6/10/2020,05:00:00,92827,53719,6/10/2020 14:05,3,,Oppose,"No, I do not want to speak.",8401
48637,Public Safety Review Committee,6/10/2020,05:00:00,92824,53714,6/10/2020 13:57,3,,Oppose,"Yes, I want to speak.",8402
48637,Public Safety Review Committee,6/10/2020,05:00:00,92809,53717,6/10/2020 13:49,3,,Oppose,"No, I do not want to speak.",8403
48637,Public Safety Review Committee,6/10/2020,05:00:00,92802,53703,6/10/2020 13:48,3,,Oppose,"No, I do not want to speak.",8404
48637,Public Safety Review Committee,6/10/2020,05:00:00,92813,53711,6/10/2020 13:51,3,,Oppose,"No, I do not want to speak.",8405
48637,Public Safety Review Committee,6/10/2020,05:00:00,92820,53704,6/10/2020 13:56,3,,Oppose,"No, I do not want to speak.",8406
48637,Public Safety Review Committee,6/10/2020,05:00:00,93501,53704,6/10/2020 16:07,3,,Oppose,"No, I do not want to speak.",8407
48637,Public Safety Review Committee,6/10/2020,05:00:00,93498,53711,6/10/2020 16:07,3,,Oppose,"No, I do not want to speak.",8408
48637,Public Safety Review Committee,6/10/2020,05:00:00,93490,53703,6/10/2020 16:06,3,,Oppose,"No, I do not want to speak.",8409
48637,Public Safety Review Committee,6/10/2020,05:00:00,93487,53704,6/10/2020 16:06,3,,Oppose,"No, I do not want to speak.",8410
48637,Public Safety Review Committee,6/10/2020,05:00:00,93488,53704,6/10/2020 16:06,3,,Oppose,"No, I do not want to speak.",8411
48637,Public Safety Review Committee,6/10/2020,05:00:00,93495,53719,6/10/2020 16:07,3,,Oppose,"No, I do not want to speak.",8412
48637,Public Safety Review Committee,6/10/2020,05:00:00,93475,53703,6/10/2020 16:05,3,,Oppose,"No, I do not want to speak.",8413
48637,Public Safety Review Committee,6/10/2020,05:00:00,93462,53705,6/10/2020 16:03,3,,Oppose,"No, I do not want to speak.",8414
48637,Public Safety Review Committee,6/10/2020,05:00:00,93463,53705,6/10/2020 16:03,3,,Oppose,"No, I do not want to speak.",8415
48637,Public Safety Review Committee,6/10/2020,05:00:00,93467,53711,6/10/2020 16:04,3,,Oppose,"No, I do not want to speak.",8416
48637,Public Safety Review Committee,6/10/2020,05:00:00,93435,53726,6/10/2020 16:02,3,,Oppose,"No, I do not want to speak.",8417
48637,Public Safety Review Committee,6/10/2020,05:00:00,93449,53703,6/10/2020 16:03,3,,Oppose,"No, I do not want to speak.",8418
48637,Public Safety Review Committee,6/10/2020,05:00:00,93450,53715,6/10/2020 16:03,3,,Oppose,"No, I do not want to speak.",8419
48637,Public Safety Review Committee,6/10/2020,05:00:00,93454,53726,6/10/2020 16:03,3,,Oppose,"No, I do not want to speak.",8420
48637,Public Safety Review Committee,6/10/2020,05:00:00,93455,53704,6/10/2020 16:03,3,,Oppose,"No, I do not want to speak.",8421
48637,Public Safety Review Committee,6/10/2020,05:00:00,93456,53704,6/10/2020 16:03,3,,Oppose,"No, I do not want to speak.",8422
48637,Public Safety Review Committee,6/10/2020,05:00:00,93443,53704,6/10/2020 16:02,3,,Oppose,"No, I do not want to speak.",8423
48637,Public Safety Review Committee,6/10/2020,05:00:00,93433,53711,6/10/2020 16:01,3,,Oppose,"No, I do not want to speak.",8424
48637,Public Safety Review Committee,6/10/2020,05:00:00,93428,53719,6/10/2020 16:00,3,,Oppose,"No, I do not want to speak.",8425
48637,Public Safety Review Committee,6/10/2020,05:00:00,93577,53705,6/10/2020 16:17,3,,Oppose,"No, I do not want to speak.",8426
48637,Public Safety Review Committee,6/10/2020,05:00:00,93578,53719,6/10/2020 16:17,3,,Oppose,"No, I do not want to speak.",8427
48637,Public Safety Review Committee,6/10/2020,05:00:00,93575,53704,6/10/2020 16:17,3,,Oppose,"No, I do not want to speak.",8428
48637,Public Safety Review Committee,6/10/2020,05:00:00,93571,53716,6/10/2020 16:16,3,,Oppose,"No, I do not want to speak.",8429
48637,Public Safety Review Committee,6/10/2020,05:00:00,93563,53704,6/10/2020 16:15,3,,Oppose,"No, I do not want to speak.",8430
48637,Public Safety Review Committee,6/10/2020,05:00:00,93564,53705,6/10/2020 16:15,3,,Oppose,"No, I do not want to speak.",8431
48637,Public Safety Review Committee,6/10/2020,05:00:00,93554,53704,6/10/2020 16:13,3,,Oppose,"No, I do not want to speak.",8432
48637,Public Safety Review Committee,6/10/2020,05:00:00,93557,53711,6/10/2020 16:13,3,,Oppose,"No, I do not want to speak.",8433
48637,Public Safety Review Committee,6/10/2020,05:00:00,93551,53719,6/10/2020 16:12,3,,Oppose,"No, I do not want to speak.",8434
48637,Public Safety Review Committee,6/10/2020,05:00:00,93545,53703,6/10/2020 16:12,3,,Oppose,"No, I do not want to speak.",8435
48637,Public Safety Review Committee,6/10/2020,05:00:00,93546,53703,6/10/2020 16:12,3,,Oppose,"No, I do not want to speak.",8436
48637,Public Safety Review Committee,6/10/2020,05:00:00,93540,53714,6/10/2020 16:11,3,,Oppose,"No, I do not want to speak.",8437
48637,Public Safety Review Committee,6/10/2020,05:00:00,93541,53703,6/10/2020 16:11,3,,Oppose,"No, I do not want to speak.",8438
48637,Public Safety Review Committee,6/10/2020,05:00:00,93537,53703,6/10/2020 16:11,3,,Oppose,"No, I do not want to speak.",8439
48637,Public Safety Review Committee,6/10/2020,05:00:00,93538,53703,6/10/2020 16:11,3,,Oppose,"No, I do not want to speak.",8440
48637,Public Safety Review Committee,6/10/2020,05:00:00,93530,53703,6/10/2020 16:10,3,,Oppose,"No, I do not want to speak.",8441
48637,Public Safety Review Committee,6/10/2020,05:00:00,93515,53704,6/10/2020 16:09,3,,Oppose,"No, I do not want to speak.",8442
48637,Public Safety Review Committee,6/10/2020,05:00:00,93517,53703,6/10/2020 16:09,3,,Oppose,"No, I do not want to speak.",8443
48637,Public Safety Review Committee,6/10/2020,05:00:00,93520,53703,6/10/2020 16:09,3,,Oppose,"No, I do not want to speak.",8444
48637,Public Safety Review Committee,6/10/2020,05:00:00,93403,53703,6/10/2020 15:56,3,,Oppose,"No, I do not want to speak.",8445
48637,Public Safety Review Committee,6/10/2020,05:00:00,93418,53703,6/10/2020 15:58,3,,Oppose,"No, I do not want to speak.",8446
48637,Public Safety Review Committee,6/10/2020,05:00:00,93419,53726,6/10/2020 15:59,3,,Oppose,"No, I do not want to speak.",8447
48637,Public Safety Review Committee,6/10/2020,05:00:00,93420,53704,6/10/2020 15:59,3,,Oppose,"No, I do not want to speak.",8448
48637,Public Safety Review Committee,6/10/2020,05:00:00,93412,53716,6/10/2020 15:58,3,,Oppose,"No, I do not want to speak.",8449
48637,Public Safety Review Committee,6/10/2020,05:00:00,93413,53711,6/10/2020 15:58,3,,Oppose,"No, I do not want to speak.",8450
48637,Public Safety Review Committee,6/10/2020,05:00:00,93414,53703,6/10/2020 15:58,3,,Oppose,"No, I do not want to speak.",8451
48637,Public Safety Review Committee,6/10/2020,05:00:00,93392,53703,6/10/2020 15:54,3,,Oppose,"No, I do not want to speak.",8452
48637,Public Safety Review Committee,6/10/2020,05:00:00,93393,53703,6/10/2020 15:54,3,,Oppose,"No, I do not want to speak.",8453
48637,Public Safety Review Committee,6/10/2020,05:00:00,93387,53703,6/10/2020 15:53,3,,Oppose,"No, I do not want to speak.",8454
48637,Public Safety Review Committee,6/10/2020,05:00:00,93381,53711,6/10/2020 15:52,3,,Oppose,"No, I do not want to speak.",8455
48637,Public Safety Review Committee,6/10/2020,05:00:00,93376,53714,6/10/2020 15:51,3,,Oppose,"No, I do not want to speak.",8456
48637,Public Safety Review Committee,6/10/2020,05:00:00,93378,53716,6/10/2020 15:52,3,,Oppose,"No, I do not want to speak.",8457
48637,Public Safety Review Committee,6/10/2020,05:00:00,93373,53703,6/10/2020 15:51,3,,Oppose,"No, I do not want to speak.",8458
48637,Public Safety Review Committee,6/10/2020,05:00:00,93374,53711,6/10/2020 15:51,3,,Oppose,"No, I do not want to speak.",8459
48637,Public Safety Review Committee,6/10/2020,05:00:00,93361,53717,6/10/2020 15:49,3,,Oppose,"No, I do not want to speak.",8460
48637,Public Safety Review Committee,6/10/2020,05:00:00,93363,53703,6/10/2020 15:49,3,,Oppose,"No, I do not want to speak.",8461
48637,Public Safety Review Committee,6/10/2020,05:00:00,93347,53704,6/10/2020 15:48,3,,Oppose,"No, I do not want to speak.",8462
48637,Public Safety Review Committee,6/10/2020,05:00:00,93348,53703,6/10/2020 15:48,3,,Oppose,"No, I do not want to speak.",8463
48637,Public Safety Review Committee,6/10/2020,05:00:00,93349,53703,6/10/2020 15:48,3,,Oppose,"No, I do not want to speak.",8464
48637,Public Safety Review Committee,6/10/2020,05:00:00,93345,53713,6/10/2020 15:47,3,,Oppose,"No, I do not want to speak.",8465
48637,Public Safety Review Committee,6/10/2020,05:00:00,93337,53703,6/10/2020 15:46,3,,Oppose,"No, I do not want to speak.",8466
48637,Public Safety Review Committee,6/10/2020,05:00:00,93325,53715,6/10/2020 15:44,3,,Oppose,"No, I do not want to speak.",8467
48637,Public Safety Review Committee,6/10/2020,05:00:00,93335,53704,6/10/2020 15:46,3,,Oppose,"No, I do not want to speak.",8468
48637,Public Safety Review Committee,6/10/2020,05:00:00,93331,53705,6/10/2020 15:45,3,,Oppose,"No, I do not want to speak.",8469
48637,Public Safety Review Committee,6/10/2020,05:00:00,93332,53713,6/10/2020 15:45,3,,Oppose,"No, I do not want to speak.",8470
48637,Public Safety Review Committee,6/10/2020,05:00:00,93329,53704,6/10/2020 15:45,3,,Oppose,"No, I do not want to speak.",8471
48637,Public Safety Review Committee,6/10/2020,05:00:00,93293,53703,6/10/2020 15:37,3,,Oppose,"No, I do not want to speak.",8472
48637,Public Safety Review Committee,6/10/2020,05:00:00,93318,53704,6/10/2020 15:43,3,,Oppose,"No, I do not want to speak.",8473
48637,Public Safety Review Committee,6/10/2020,05:00:00,93320,53704,6/10/2020 15:43,3,,Oppose,"No, I do not want to speak.",8474
48637,Public Safety Review Committee,6/10/2020,05:00:00,93305,53717,6/10/2020 15:40,3,,Oppose,"No, I do not want to speak.",8475
48637,Public Safety Review Committee,6/10/2020,05:00:00,93312,53705,6/10/2020 15:42,3,,Oppose,"No, I do not want to speak.",8476
48637,Public Safety Review Committee,6/10/2020,05:00:00,93277,53711,6/10/2020 15:34,3,,Oppose,"No, I do not want to speak.",8477
48637,Public Safety Review Committee,6/10/2020,05:00:00,93272,53715,6/10/2020 15:33,3,,Oppose,"No, I do not want to speak.",8478
48637,Public Safety Review Committee,6/10/2020,05:00:00,93267,53704,6/10/2020 15:33,3,,Oppose,"No, I do not want to speak.",8479
48637,Public Safety Review Committee,6/10/2020,05:00:00,93268,53711,6/10/2020 15:33,3,,Oppose,"No, I do not want to speak.",8480
48637,Public Safety Review Committee,6/10/2020,05:00:00,93264,53714,6/10/2020 15:33,3,,Oppose,"No, I do not want to speak.",8481
48637,Public Safety Review Committee,6/10/2020,05:00:00,93265,53704,6/10/2020 15:33,3,,Oppose,"No, I do not want to speak.",8482
48637,Public Safety Review Committee,6/10/2020,05:00:00,93284,53703,6/10/2020 15:35,3,,Oppose,"No, I do not want to speak.",8483
48637,Public Safety Review Committee,6/10/2020,05:00:00,93285,53703,6/10/2020 15:35,3,,Oppose,"No, I do not want to speak.",8484
48637,Public Safety Review Committee,6/10/2020,05:00:00,93281,53704,6/10/2020 15:35,3,,Oppose,"No, I do not want to speak.",8485
48637,Public Safety Review Committee,6/10/2020,05:00:00,93282,53704,6/10/2020 15:35,3,,Oppose,"No, I do not want to speak.",8486
48637,Public Safety Review Committee,6/10/2020,05:00:00,93296,53703,6/10/2020 15:37,3,,Oppose,"No, I do not want to speak.",8487
48637,Public Safety Review Committee,6/10/2020,05:00:00,93297,53719,6/10/2020 15:37,3,,Oppose,"No, I do not want to speak.",8488
48637,Public Safety Review Committee,6/10/2020,05:00:00,93871,53703,6/10/2020 20:28,3,,Oppose,"No, I do not want to speak.",8489
48637,Public Safety Review Committee,6/10/2020,05:00:00,93860,53703,6/10/2020 19:15,3,,Oppose,"No, I do not want to speak.",8490
48637,Public Safety Review Committee,6/10/2020,05:00:00,93840,53714,6/10/2020 18:22,3,,Oppose,"Yes, I want to speak.",8491
48637,Public Safety Review Committee,6/10/2020,05:00:00,93844,53714,6/10/2020 18:24,3,,Oppose,"Yes, I want to speak.",8492
48637,Public Safety Review Committee,6/10/2020,05:00:00,93784,53711,6/10/2020 16:54,3,,Oppose,"No, I do not want to speak.",8493
48637,Public Safety Review Committee,6/10/2020,05:00:00,93785,53704,6/10/2020 16:55,3,,Oppose,"No, I do not want to speak.",8494
48637,Public Safety Review Committee,6/10/2020,05:00:00,93772,53703,6/10/2020 16:48,3,,Oppose,"No, I do not want to speak.",8495
48637,Public Safety Review Committee,6/10/2020,05:00:00,93770,53703,6/10/2020 16:47,3,,Oppose,"No, I do not want to speak.",8496
48637,Public Safety Review Committee,6/10/2020,05:00:00,93749,53703,6/10/2020 16:40,3,,Oppose,"No, I do not want to speak.",8497
48637,Public Safety Review Committee,6/10/2020,05:00:00,93750,53703,6/10/2020 16:40,3,,Oppose,"No, I do not want to speak.",8498
48637,Public Safety Review Committee,6/10/2020,05:00:00,93833,53704,6/10/2020 18:01,3,,Oppose,"No, I do not want to speak.",8499
48637,Public Safety Review Committee,6/10/2020,05:00:00,93828,53713,6/10/2020 17:52,3,,Oppose,"No, I do not want to speak.",8500
48637,Public Safety Review Committee,6/10/2020,05:00:00,93830,53714,6/10/2020 17:54,3,,Oppose,"Yes, I want to speak.",8501
48637,Public Safety Review Committee,6/10/2020,05:00:00,93825,53703,6/10/2020 17:48,3,,Oppose,"I do not want to speak, but I am available to answer questions.",8502
48637,Public Safety Review Committee,6/10/2020,05:00:00,93822,53704,6/10/2020 17:43,3,,Oppose,"I do not want to speak, but I am available to answer questions.",8503
48637,Public Safety Review Committee,6/10/2020,05:00:00,93813,53704,6/10/2020 17:18,3,,Oppose,"No, I do not want to speak.",8504
48637,Public Safety Review Committee,6/10/2020,05:00:00,93764,53703,6/10/2020 16:46,3,,Oppose,"No, I do not want to speak.",8505
48637,Public Safety Review Committee,6/10/2020,05:00:00,93794,53705,6/10/2020 17:01,3,,Oppose,"No, I do not want to speak.",8506
48637,Public Safety Review Committee,6/10/2020,05:00:00,93791,53711,6/10/2020 17:00,3,,Oppose,"No, I do not want to speak.",8507
48637,Public Safety Review Committee,6/10/2020,05:00:00,93810,53704,6/10/2020 17:17,3,,Oppose,"No, I do not want to speak.",8508
48637,Public Safety Review Committee,6/10/2020,05:00:00,93811,53704,6/10/2020 17:17,3,,Oppose,"No, I do not want to speak.",8509
48637,Public Safety Review Committee,6/10/2020,05:00:00,93803,53703,6/10/2020 17:12,3,,Oppose,"No, I do not want to speak.",8510
48637,Public Safety Review Committee,6/10/2020,05:00:00,93696,53703,6/10/2020 16:28,3,,Oppose,"No, I do not want to speak.",8511
48637,Public Safety Review Committee,6/10/2020,05:00:00,93697,53704,6/10/2020 16:29,3,,Oppose,"No, I do not want to speak.",8512
48637,Public Safety Review Committee,6/10/2020,05:00:00,93667,53704,6/10/2020 16:26,3,,Oppose,"No, I do not want to speak.",8513
48637,Public Safety Review Committee,6/10/2020,05:00:00,93685,53703,6/10/2020 16:28,3,,Oppose,"No, I do not want to speak.",8514
48637,Public Safety Review Committee,6/10/2020,05:00:00,93686,53704,6/10/2020 16:28,3,,Oppose,"No, I do not want to speak.",8515
48637,Public Safety Review Committee,6/10/2020,05:00:00,93680,53703,6/10/2020 16:27,3,,Oppose,"No, I do not want to speak.",8516
48637,Public Safety Review Committee,6/10/2020,05:00:00,93682,53703,6/10/2020 16:27,3,,Oppose,"No, I do not want to speak.",8517
48637,Public Safety Review Committee,6/10/2020,05:00:00,93676,53716,6/10/2020 16:27,3,,Oppose,"No, I do not want to speak.",8518
48637,Public Safety Review Committee,6/10/2020,05:00:00,93677,53718,6/10/2020 16:27,3,,Oppose,"No, I do not want to speak.",8519
48637,Public Safety Review Committee,6/10/2020,05:00:00,93712,53704,6/10/2020 16:29,3,,Oppose,"No, I do not want to speak.",8520
48637,Public Safety Review Committee,6/10/2020,05:00:00,93714,53713,6/10/2020 16:29,3,,Oppose,"No, I do not want to speak.",8521
48637,Public Safety Review Committee,6/10/2020,05:00:00,93715,53703,6/10/2020 16:30,3,,Oppose,"No, I do not want to speak.",8522
48637,Public Safety Review Committee,6/10/2020,05:00:00,93702,53705,6/10/2020 16:29,3,,Oppose,"No, I do not want to speak.",8523
48637,Public Safety Review Committee,6/10/2020,05:00:00,93704,53719,6/10/2020 16:29,3,,Oppose,"No, I do not want to speak.",8524
48637,Public Safety Review Committee,6/10/2020,05:00:00,93738,53703,6/10/2020 16:37,3,,Oppose,"No, I do not want to speak.",8525
48637,Public Safety Review Committee,6/10/2020,05:00:00,93732,53719,6/10/2020 16:35,3,,Oppose,"No, I do not want to speak.",8526
48637,Public Safety Review Committee,6/10/2020,05:00:00,93733,53703,6/10/2020 16:35,3,,Oppose,"No, I do not want to speak.",8527
48637,Public Safety Review Committee,6/10/2020,05:00:00,93744,53703,6/10/2020 16:39,3,,Oppose,"No, I do not want to speak.",8528
48637,Public Safety Review Committee,6/10/2020,05:00:00,93609,53703,6/10/2020 16:22,3,,Oppose,"No, I do not want to speak.",8529
48637,Public Safety Review Committee,6/10/2020,05:00:00,93618,53704,6/10/2020 16:22,3,,Oppose,"No, I do not want to speak.",8530
48637,Public Safety Review Committee,6/10/2020,05:00:00,93613,53703,6/10/2020 16:22,3,,Oppose,"No, I do not want to speak.",8531
48637,Public Safety Review Committee,6/10/2020,05:00:00,93611,53703,6/10/2020 16:22,3,,Oppose,"No, I do not want to speak.",8532
48637,Public Safety Review Committee,6/10/2020,05:00:00,93602,53703,6/10/2020 16:21,3,,Oppose,"No, I do not want to speak.",8533
48637,Public Safety Review Committee,6/10/2020,05:00:00,93607,53703,6/10/2020 16:21,3,,Oppose,"No, I do not want to speak.",8534
48637,Public Safety Review Committee,6/10/2020,05:00:00,93586,53703,6/10/2020 16:18,3,,Oppose,"No, I do not want to speak.",8535
48637,Public Safety Review Committee,6/10/2020,05:00:00,93596,53704,6/10/2020 16:20,3,,Oppose,"No, I do not want to speak.",8536
48637,Public Safety Review Committee,6/10/2020,05:00:00,93549,53719,6/10/2020 16:12,3,,Oppose,"No, I do not want to speak.",8537
48637,Public Safety Review Committee,6/10/2020,05:00:00,93581,53703,6/10/2020 16:17,3,,Oppose,"No, I do not want to speak.",8538
48637,Public Safety Review Committee,6/10/2020,05:00:00,93589,53703,6/10/2020 16:18,3,,Oppose,"No, I do not want to speak.",8539
48637,Public Safety Review Committee,6/10/2020,05:00:00,93590,53715,6/10/2020 16:19,3,,Oppose,"No, I do not want to speak.",8540
48637,Public Safety Review Committee,6/10/2020,05:00:00,93656,53704,6/10/2020 16:25,3,,Oppose,"No, I do not want to speak.",8541
48637,Public Safety Review Committee,6/10/2020,05:00:00,93653,53703,6/10/2020 16:25,3,,Oppose,"No, I do not want to speak.",8542
48637,Public Safety Review Committee,6/10/2020,05:00:00,93654,53703,6/10/2020 16:25,3,,Oppose,"No, I do not want to speak.",8543
48637,Public Safety Review Committee,6/10/2020,05:00:00,93659,53704,6/10/2020 16:25,3,,Oppose,"No, I do not want to speak.",8544
48637,Public Safety Review Committee,6/10/2020,05:00:00,93660,53726,6/10/2020 16:25,3,,Oppose,"No, I do not want to speak.",8545
48637,Public Safety Review Committee,6/10/2020,05:00:00,93643,53717,6/10/2020 16:24,3,,Oppose,"No, I do not want to speak.",8546
48637,Public Safety Review Committee,6/10/2020,05:00:00,93644,53714,6/10/2020 16:24,3,,Oppose,"No, I do not want to speak.",8547
48637,Public Safety Review Committee,6/10/2020,05:00:00,93646,53703,6/10/2020 16:24,3,,Oppose,"No, I do not want to speak.",8548
48637,Public Safety Review Committee,6/10/2020,05:00:00,93622,53503,6/10/2020 16:23,3,,Oppose,"Yes, I want to speak.",8549
48637,Public Safety Review Committee,6/10/2020,05:00:00,93620,53704,6/10/2020 16:23,3,,Oppose,"No, I do not want to speak.",8550
48637,Public Safety Review Committee,6/10/2020,05:00:00,93632,53704,6/10/2020 16:23,3,,Oppose,"No, I do not want to speak.",8551
48637,Public Safety Review Committee,6/10/2020,05:00:00,93639,53704,6/10/2020 16:24,3,,Oppose,"No, I do not want to speak.",8552
48637,Public Safety Review Committee,6/10/2020,05:00:00,93640,53703,6/10/2020 16:24,3,,Oppose,"No, I do not want to speak.",8553
48637,Public Safety Review Committee,6/10/2020,05:00:00,93642,53704,6/10/2020 16:24,4,,Oppose,"No, I do not want to speak.",8554
48637,Public Safety Review Committee,6/10/2020,05:00:00,93621,53703,6/10/2020 16:23,4,,Oppose,"No, I do not want to speak.",8555
48637,Public Safety Review Committee,6/10/2020,05:00:00,93624,53703,6/10/2020 16:23,4,,Oppose,"No, I do not want to speak.",8556
48637,Public Safety Review Committee,6/10/2020,05:00:00,93626,53704,6/10/2020 16:23,4,,Oppose,"No, I do not want to speak.",8557
48637,Public Safety Review Committee,6/10/2020,05:00:00,93629,53704,6/10/2020 16:23,4,,Oppose,"No, I do not want to speak.",8558
48637,Public Safety Review Committee,6/10/2020,05:00:00,93647,53704,6/10/2020 16:24,4,,Oppose,"No, I do not want to speak.",8559
48637,Public Safety Review Committee,6/10/2020,05:00:00,93645,53703,6/10/2020 16:24,4,,Oppose,"No, I do not want to speak.",8560
48637,Public Safety Review Committee,6/10/2020,05:00:00,93651,53714,6/10/2020 16:24,4,,Oppose,"No, I do not want to speak.",8561
48637,Public Safety Review Committee,6/10/2020,05:00:00,93652,53717,6/10/2020 16:24,4,,Oppose,"No, I do not want to speak.",8562
48637,Public Safety Review Committee,6/10/2020,05:00:00,93661,53703,6/10/2020 16:25,4,,Oppose,"No, I do not want to speak.",8563
48637,Public Safety Review Committee,6/10/2020,05:00:00,93662,53726,6/10/2020 16:25,4,,Oppose,"No, I do not want to speak.",8564
48637,Public Safety Review Committee,6/10/2020,05:00:00,93657,53703,6/10/2020 16:25,4,,Oppose,"No, I do not want to speak.",8565
48637,Public Safety Review Committee,6/10/2020,05:00:00,93591,53703,6/10/2020 16:19,4,,Oppose,"No, I do not want to speak.",8566
48637,Public Safety Review Committee,6/10/2020,05:00:00,93592,53703,6/10/2020 16:19,4,,Oppose,"No, I do not want to speak.",8567
48637,Public Safety Review Committee,6/10/2020,05:00:00,93583,53704,6/10/2020 16:18,4,,Oppose,"No, I do not want to speak.",8568
48637,Public Safety Review Committee,6/10/2020,05:00:00,93584,53719,6/10/2020 16:18,4,,Oppose,"No, I do not want to speak.",8569
48637,Public Safety Review Committee,6/10/2020,05:00:00,93585,53703,6/10/2020 16:18,4,,Oppose,"No, I do not want to speak.",8570
48637,Public Safety Review Committee,6/10/2020,05:00:00,93594,53715,6/10/2020 16:19,4,,Oppose,"No, I do not want to speak.",8571
48637,Public Safety Review Committee,6/10/2020,05:00:00,93598,53704,6/10/2020 16:20,4,,Oppose,"No, I do not want to speak.",8572
48637,Public Safety Review Committee,6/10/2020,05:00:00,93615,53703,6/10/2020 16:22,4,,Oppose,"No, I do not want to speak.",8573
48637,Public Safety Review Committee,6/10/2020,05:00:00,93617,53703,6/10/2020 16:22,4,,Oppose,"No, I do not want to speak.",8574
48637,Public Safety Review Committee,6/10/2020,05:00:00,93746,53703,6/10/2020 16:40,4,,Oppose,"No, I do not want to speak.",8575
48637,Public Safety Review Committee,6/10/2020,05:00:00,93734,53703,6/10/2020 16:36,4,,Oppose,"No, I do not want to speak.",8576
48637,Public Safety Review Committee,6/10/2020,05:00:00,93735,53719,6/10/2020 16:36,4,,Oppose,"No, I do not want to speak.",8577
48637,Public Safety Review Committee,6/10/2020,05:00:00,93690,53716,6/10/2020 16:28,4,,Oppose,"No, I do not want to speak.",8578
